scenario,sensor,impact
VV661X,CI3526X,90000.0
VV661X,CI3540X,90000.0
VV661X,CI3557X,90000.0
VV661X,CI3560X,90000.0
VV661X,CI3569X,90000.0
VV661X,CI3581X,90000.0
VV661X,CI501X,90000.0
VV661X,CI69X,90000.0
VV661X,CI765X,90000.0
VV661X,FT150X,90000.0
VV661X,PJ3531X,90000.0
VV661X,PJ564X,90000.0
VV670X,1,90000.0
VV670X,CI1004X,90000.0
VV670X,CI100X,90000.0
VV670X,CI1074X,90000.0
VV670X,CI1226X,90000.0
VV670X,CI1277X,90000.0
VV670X,CI1305X,90000.0
VV670X,CI1360X,90000.0
VV670X,CI1385X,90000.0
VV670X,CI1479X,90000.0
VV670X,CI1508X,90000.0
VV670X,CI150X,90000.0
VV670X,CI15X,90000.0
VV670X,CI1638X,90000.0
VV670X,CI170X,90000.0
VV670X,CI1786X,90000.0
VV670X,CI193X,90000.0
VV670X,CI1X,90000.0
VV670X,CI2,90000.0
VV670X,CI2056X,90000.0
VV670X,CI206X,90000.0
VV670X,CI2124X,90000.0
VV670X,CI2150X,90000.0
VV670X,CI226X,90000.0
VV670X,CI2274X,90000.0
VV670X,CI227X,90000.0
VV670X,CI2313X,90000.0
VV670X,CI248X,90000.0
VV670X,CI266X,90000.0
VV670X,CI2879X,90000.0
VV670X,CI2920X,90000.0
VV670X,CI2994X,90000.0
VV670X,CI3067X,90000.0
VV670X,CI3105X,90000.0
VV670X,CI3126X,90000.0
VV670X,CI3171X,90000.0
VV670X,CI3238X,90000.0
VV670X,CI3330X,90000.0
VV670X,CI333X,90000.0
VV670X,CI3367X,90000.0
VV670X,CI3386X,90000.0
VV670X,CI3406X,90000.0
VV670X,CI3449X,90000.0
VV670X,CI3459X,90000.0
VV670X,CI3462X,90000.0
VV670X,CI3464X,90000.0
VV670X,CI3465X,90000.0
VV670X,CI3498X,90000.0
VV670X,CI3499X,90000.0
VV670X,CI3509X,90000.0
VV670X,CI3512X,90000.0
VV670X,CI3526X,90000.0
VV670X,CI3540X,90000.0
VV670X,CI3557X,90000.0
VV670X,CI3560X,90000.0
VV670X,CI3569X,90000.0
VV670X,CI3581X,90000.0
VV670X,CI501X,90000.0
VV670X,CI69X,90000.0
VV670X,CI765X,90000.0
VV670X,FT150X,90000.0
VV670X,PJ3531X,90000.0
VV670X,PJ564X,90000.0
VV686X,1,3600.0
VV686X,CI1004X,90000.0
VV686X,CI100X,90000.0
VV686X,CI1074X,90000.0
VV686X,CI1226X,90000.0
VV686X,CI1277X,90000.0
VV686X,CI1305X,90000.0
VV686X,CI1360X,90000.0
VV686X,CI1385X,90000.0
VV686X,CI1479X,90000.0
VV686X,CI1508X,90000.0
VV686X,CI150X,90000.0
VV686X,CI15X,90000.0
VV686X,CI1638X,90000.0
VV686X,CI170X,90000.0
VV686X,CI1786X,90000.0
VV686X,CI193X,90000.0
VV686X,CI1X,90000.0
VV686X,CI2,90000.0
VV686X,CI2056X,90000.0
VV686X,CI206X,90000.0
VV686X,CI2124X,90000.0
VV686X,CI2150X,90000.0
VV686X,CI226X,90000.0
VV686X,CI2274X,90000.0
VV686X,CI227X,90000.0
VV686X,CI2313X,90000.0
VV686X,CI248X,90000.0
VV686X,CI266X,3600.0
VV686X,CI2879X,90000.0
VV686X,CI2920X,90000.0
VV686X,CI2994X,90000.0
VV686X,CI3067X,90000.0
VV686X,CI3105X,90000.0
VV686X,CI3126X,90000.0
VV686X,CI3171X,90000.0
VV686X,CI3238X,90000.0
VV686X,CI3330X,90000.0
VV686X,CI333X,90000.0
VV686X,CI3367X,90000.0
VV686X,CI3386X,90000.0
VV686X,CI3406X,90000.0
VV686X,CI3449X,90000.0
VV686X,CI3459X,90000.0
VV686X,CI3462X,90000.0
VV686X,CI3464X,90000.0
VV686X,CI3465X,90000.0
VV686X,CI3498X,90000.0
VV686X,CI3499X,90000.0
VV686X,CI3509X,90000.0
VV686X,CI3512X,90000.0
VV686X,CI3526X,90000.0
VV686X,CI3540X,90000.0
VV686X,CI3557X,90000.0
VV686X,CI3560X,90000.0
VV686X,CI3569X,90000.0
VV686X,CI3581X,90000.0
VV686X,CI501X,90000.0
VV686X,CI69X,90000.0
VV686X,CI765X,90000.0
VV686X,FT150X,90000.0
VV686X,PJ3531X,90000.0
VV686X,PJ564X,90000.0
VV689X,1,3600.0
VV689X,CI1004X,90000.0
VV689X,CI100X,90000.0
VV689X,CI1074X,90000.0
VV689X,CI1226X,90000.0
VV689X,CI1277X,90000.0
VV689X,CI1305X,90000.0
VV689X,CI1360X,90000.0
VV689X,CI1385X,90000.0
VV689X,CI1479X,90000.0
VV689X,CI1508X,90000.0
VV689X,CI150X,90000.0
VV689X,CI15X,90000.0
VV689X,CI1638X,90000.0
VV689X,CI170X,90000.0
VV689X,CI1786X,90000.0
VV689X,CI193X,90000.0
VV689X,CI1X,90000.0
VV689X,CI2,90000.0
VV689X,CI2056X,90000.0
VV689X,CI206X,90000.0
VV689X,CI2124X,90000.0
VV689X,CI2150X,90000.0
VV689X,CI226X,90000.0
VV689X,CI2274X,90000.0
VV689X,CI227X,90000.0
VV689X,CI2313X,90000.0
VV689X,CI248X,90000.0
VV689X,CI266X,3600.0
VV689X,CI2879X,90000.0
VV689X,CI2920X,90000.0
VV689X,CI2994X,90000.0
VV689X,CI3067X,90000.0
VV689X,CI3105X,90000.0
VV689X,CI3126X,90000.0
VV689X,CI3171X,90000.0
VV689X,CI3238X,90000.0
VV689X,CI3330X,90000.0
VV689X,CI333X,90000.0
VV689X,CI3367X,90000.0
VV689X,CI3386X,90000.0
VV689X,CI3406X,90000.0
VV689X,CI3449X,90000.0
VV689X,CI3459X,90000.0
VV689X,CI3462X,90000.0
VV689X,CI3464X,90000.0
VV689X,CI3465X,90000.0
VV689X,CI3498X,90000.0
VV689X,CI3499X,90000.0
VV689X,CI3509X,90000.0
VV689X,CI3512X,90000.0
VV689X,CI3526X,90000.0
VV689X,CI3540X,90000.0
VV689X,CI3557X,90000.0
VV689X,CI3560X,90000.0
VV689X,CI3569X,90000.0
VV689X,CI3581X,90000.0
VV689X,CI501X,90000.0
VV689X,CI69X,90000.0
VV689X,CI765X,90000.0
VV689X,FT150X,90000.0
VV689X,PJ3531X,90000.0
VV689X,PJ564X,90000.0
VV690X,1,3600.0
VV690X,CI1004X,90000.0
VV690X,CI100X,90000.0
VV690X,CI1074X,90000.0
VV690X,CI1226X,90000.0
VV690X,CI1277X,90000.0
VV690X,CI1305X,90000.0
VV690X,CI1360X,90000.0
VV690X,CI1385X,90000.0
VV690X,CI1479X,90000.0
VV690X,CI1508X,90000.0
VV690X,CI150X,90000.0
VV690X,CI15X,90000.0
VV690X,CI1638X,90000.0
VV690X,CI170X,90000.0
VV690X,CI1786X,90000.0
VV690X,CI193X,90000.0
VV690X,CI1X,90000.0
VV690X,CI2,90000.0
VV690X,CI2056X,90000.0
VV690X,CI206X,90000.0
VV690X,CI2124X,90000.0
VV690X,CI2150X,90000.0
VV690X,CI226X,90000.0
VV690X,CI2274X,90000.0
VV690X,CI227X,90000.0
VV690X,CI2313X,90000.0
VV690X,CI248X,90000.0
VV690X,CI266X,90000.0
VV690X,CI2879X,90000.0
VV690X,CI2920X,90000.0
VV690X,CI2994X,90000.0
VV690X,CI3067X,90000.0
VV690X,CI3105X,90000.0
VV690X,CI3126X,90000.0
VV690X,CI3171X,90000.0
VV690X,CI3238X,90000.0
VV690X,CI3330X,90000.0
VV690X,CI333X,90000.0
VV690X,CI3367X,90000.0
VV690X,CI3386X,90000.0
VV690X,CI3406X,90000.0
VV690X,CI3449X,90000.0
VV690X,CI3459X,90000.0
VV690X,CI3462X,90000.0
VV690X,CI3464X,90000.0
VV690X,CI3465X,90000.0
VV690X,CI3498X,90000.0
VV690X,CI3499X,90000.0
VV690X,CI3509X,90000.0
VV690X,CI3512X,90000.0
VV690X,CI3526X,90000.0
VV690X,CI3540X,90000.0
VV690X,CI3557X,90000.0
VV690X,CI3560X,90000.0
VV690X,CI3569X,90000.0
VV690X,CI3581X,90000.0
VV690X,CI501X,90000.0
VV690X,CI69X,90000.0
VV690X,CI765X,90000.0
VV690X,FT150X,90000.0
VV690X,PJ3531X,90000.0
VV690X,PJ564X,90000.0
VV694X,1,3600.0
VV694X,CI1004X,90000.0
VV694X,CI100X,90000.0
VV694X,CI1074X,90000.0
VV694X,CI1226X,90000.0
VV694X,CI1277X,90000.0
VV694X,CI1305X,90000.0
VV694X,CI1360X,90000.0
VV694X,CI1385X,90000.0
VV694X,CI1479X,90000.0
VV694X,CI1508X,90000.0
VV694X,CI150X,90000.0
VV694X,CI15X,90000.0
VV694X,CI1638X,90000.0
VV694X,CI170X,90000.0
VV694X,CI1786X,90000.0
VV694X,CI193X,90000.0
VV694X,CI1X,90000.0
VV694X,CI2,90000.0
VV694X,CI2056X,90000.0
VV694X,CI206X,90000.0
VV694X,CI2124X,90000.0
VV694X,CI2150X,90000.0
VV694X,CI226X,90000.0
VV694X,CI2274X,90000.0
VV694X,CI227X,90000.0
VV694X,CI2313X,90000.0
VV694X,CI248X,90000.0
VV694X,CI266X,3600.0
VV694X,CI2879X,90000.0
VV694X,CI2920X,90000.0
VV694X,CI2994X,90000.0
VV694X,CI3067X,90000.0
VV694X,CI3105X,90000.0
VV694X,CI3126X,90000.0
VV694X,CI3171X,90000.0
VV694X,CI3238X,90000.0
VV694X,CI3330X,90000.0
VV694X,CI333X,90000.0
VV694X,CI3367X,90000.0
VV694X,CI3386X,90000.0
VV694X,CI3406X,90000.0
VV694X,CI3449X,90000.0
VV694X,CI3459X,90000.0
VV694X,CI3462X,90000.0
VV694X,CI3464X,90000.0
VV694X,CI3465X,90000.0
VV694X,CI3498X,90000.0
VV694X,CI3499X,90000.0
VV694X,CI3509X,90000.0
VV694X,CI3512X,90000.0
VV694X,CI3526X,90000.0
VV694X,CI3540X,90000.0
VV694X,CI3557X,90000.0
VV694X,CI3560X,90000.0
VV694X,CI3569X,90000.0
VV694X,CI3581X,90000.0
VV694X,CI501X,90000.0
VV694X,CI69X,90000.0
VV694X,CI765X,90000.0
VV694X,FT150X,90000.0
VV694X,PJ3531X,90000.0
VV694X,PJ564X,90000.0
VV695X,1,3600.0
VV695X,CI1004X,90000.0
VV695X,CI100X,90000.0
VV695X,CI1074X,90000.0
VV695X,CI1226X,90000.0
VV695X,CI1277X,90000.0
VV695X,CI1305X,90000.0
VV695X,CI1360X,90000.0
VV695X,CI1385X,90000.0
VV695X,CI1479X,90000.0
VV695X,CI1508X,90000.0
VV695X,CI150X,90000.0
VV695X,CI15X,90000.0
VV695X,CI1638X,90000.0
VV695X,CI170X,90000.0
VV695X,CI1786X,90000.0
VV695X,CI193X,90000.0
VV695X,CI1X,90000.0
VV695X,CI2,90000.0
VV695X,CI2056X,90000.0
VV695X,CI206X,90000.0
VV695X,CI2124X,90000.0
VV695X,CI2150X,90000.0
VV695X,CI226X,90000.0
VV695X,CI2274X,90000.0
VV695X,CI227X,90000.0
VV695X,CI2313X,90000.0
VV695X,CI248X,90000.0
VV695X,CI266X,90000.0
VV695X,CI2879X,90000.0
VV695X,CI2920X,90000.0
VV695X,CI2994X,90000.0
VV695X,CI3067X,90000.0
VV695X,CI3105X,90000.0
VV695X,CI3126X,90000.0
VV695X,CI3171X,90000.0
VV695X,CI3238X,90000.0
VV695X,CI3330X,90000.0
VV695X,CI333X,90000.0
VV695X,CI3367X,90000.0
VV695X,CI3386X,90000.0
VV695X,CI3406X,90000.0
VV695X,CI3449X,90000.0
VV695X,CI3459X,90000.0
VV695X,CI3462X,90000.0
VV695X,CI3464X,90000.0
VV695X,CI3465X,90000.0
VV695X,CI3498X,90000.0
VV695X,CI3499X,90000.0
VV695X,CI3509X,90000.0
VV695X,CI3512X,90000.0
VV695X,CI3526X,90000.0
VV695X,CI3540X,90000.0
VV695X,CI3557X,90000.0
VV695X,CI3560X,90000.0
VV695X,CI3569X,90000.0
VV695X,CI3581X,90000.0
VV695X,CI501X,90000.0
VV695X,CI69X,90000.0
VV695X,CI765X,90000.0
VV695X,FT150X,90000.0
VV695X,PJ3531X,90000.0
VV695X,PJ564X,90000.0
VV698X,1,3600.0
VV698X,CI1004X,90000.0
VV698X,CI100X,90000.0
VV698X,CI1074X,90000.0
VV698X,CI1226X,90000.0
VV698X,CI1277X,90000.0
VV698X,CI1305X,90000.0
VV698X,CI1360X,90000.0
VV698X,CI1385X,90000.0
VV698X,CI1479X,90000.0
VV698X,CI1508X,90000.0
VV698X,CI150X,90000.0
VV698X,CI15X,90000.0
VV698X,CI1638X,90000.0
VV698X,CI170X,90000.0
VV698X,CI1786X,90000.0
VV698X,CI193X,90000.0
VV698X,CI1X,90000.0
VV698X,CI2,90000.0
VV698X,CI2056X,90000.0
VV698X,CI206X,90000.0
VV698X,CI2124X,90000.0
VV698X,CI2150X,90000.0
VV698X,CI226X,90000.0
VV698X,CI2274X,90000.0
VV698X,CI227X,90000.0
VV698X,CI2313X,90000.0
VV698X,CI248X,90000.0
VV698X,CI266X,3600.0
VV698X,CI2879X,90000.0
VV698X,CI2920X,90000.0
VV698X,CI2994X,90000.0
VV698X,CI3067X,90000.0
VV698X,CI3105X,90000.0
VV698X,CI3126X,90000.0
VV698X,CI3171X,90000.0
VV698X,CI3238X,90000.0
VV698X,CI3330X,90000.0
VV698X,CI333X,90000.0
VV698X,CI3367X,90000.0
VV698X,CI3386X,90000.0
VV698X,CI3406X,90000.0
VV698X,CI3449X,90000.0
VV698X,CI3459X,90000.0
VV698X,CI3462X,90000.0
VV698X,CI3464X,90000.0
VV698X,CI3465X,90000.0
VV698X,CI3498X,90000.0
VV698X,CI3499X,90000.0
VV698X,CI3509X,90000.0
VV698X,CI3512X,90000.0
VV698X,CI3526X,90000.0
VV698X,CI3540X,90000.0
VV698X,CI3557X,90000.0
VV698X,CI3560X,90000.0
VV698X,CI3569X,90000.0
VV698X,CI3581X,90000.0
VV698X,CI501X,90000.0
VV698X,CI69X,90000.0
VV698X,CI765X,90000.0
VV698X,FT150X,90000.0
VV698X,PJ3531X,90000.0
VV698X,PJ564X,90000.0
VV702X,1,3600.0
VV702X,CI1004X,90000.0
VV702X,CI100X,90000.0
VV702X,CI1074X,90000.0
VV702X,CI1226X,90000.0
VV702X,CI1277X,90000.0
VV702X,CI1305X,90000.0
VV702X,CI1360X,90000.0
VV702X,CI1385X,90000.0
VV702X,CI1479X,90000.0
VV702X,CI1508X,90000.0
VV702X,CI150X,90000.0
VV702X,CI15X,90000.0
VV702X,CI1638X,90000.0
VV702X,CI170X,90000.0
VV702X,CI1786X,90000.0
VV702X,CI193X,90000.0
VV702X,CI1X,90000.0
VV702X,CI2,90000.0
VV702X,CI2056X,90000.0
VV702X,CI206X,90000.0
VV702X,CI2124X,90000.0
VV702X,CI2150X,90000.0
VV702X,CI226X,90000.0
VV702X,CI2274X,90000.0
VV702X,CI227X,90000.0
VV702X,CI2313X,90000.0
VV702X,CI248X,90000.0
VV702X,CI266X,3600.0
VV702X,CI2879X,90000.0
VV702X,CI2920X,90000.0
VV702X,CI2994X,90000.0
VV702X,CI3067X,90000.0
VV702X,CI3105X,90000.0
VV702X,CI3126X,90000.0
VV702X,CI3171X,90000.0
VV702X,CI3238X,90000.0
VV702X,CI3330X,90000.0
VV702X,CI333X,90000.0
VV702X,CI3367X,90000.0
VV702X,CI3386X,90000.0
VV702X,CI3406X,90000.0
VV702X,CI3449X,90000.0
VV702X,CI3459X,90000.0
VV702X,CI3462X,90000.0
VV702X,CI3464X,90000.0
VV702X,CI3465X,90000.0
VV702X,CI3498X,90000.0
VV702X,CI3499X,90000.0
VV702X,CI3509X,90000.0
VV702X,CI3512X,90000.0
VV702X,CI3526X,90000.0
VV702X,CI3540X,90000.0
VV702X,CI3557X,90000.0
VV702X,CI3560X,90000.0
VV702X,CI3569X,90000.0
VV702X,CI3581X,90000.0
VV702X,CI501X,90000.0
VV702X,CI69X,90000.0
VV702X,CI765X,90000.0
VV702X,FT150X,90000.0
VV702X,PJ3531X,90000.0
VV702X,PJ564X,90000.0
VV706X,1,3600.0
VV706X,CI1004X,90000.0
VV706X,CI100X,90000.0
VV706X,CI1074X,90000.0
VV706X,CI1226X,90000.0
VV706X,CI1277X,90000.0
VV706X,CI1305X,90000.0
VV706X,CI1360X,90000.0
VV706X,CI1385X,90000.0
VV706X,CI1479X,90000.0
VV706X,CI1508X,90000.0
VV706X,CI150X,90000.0
VV706X,CI15X,90000.0
VV706X,CI1638X,90000.0
VV706X,CI170X,90000.0
VV706X,CI1786X,90000.0
VV706X,CI193X,90000.0
VV706X,CI1X,90000.0
VV706X,CI2,90000.0
VV706X,CI2056X,90000.0
VV706X,CI206X,90000.0
VV706X,CI2124X,90000.0
VV706X,CI2150X,90000.0
VV706X,CI226X,90000.0
VV706X,CI2274X,90000.0
VV706X,CI227X,90000.0
VV706X,CI2313X,90000.0
VV706X,CI248X,90000.0
VV706X,CI266X,3600.0
VV706X,CI2879X,90000.0
VV706X,CI2920X,90000.0
VV706X,CI2994X,90000.0
VV706X,CI3067X,90000.0
VV706X,CI3105X,90000.0
VV706X,CI3126X,90000.0
VV706X,CI3171X,90000.0
VV706X,CI3238X,90000.0
VV706X,CI3330X,90000.0
VV706X,CI333X,90000.0
VV706X,CI3367X,90000.0
VV706X,CI3386X,90000.0
VV706X,CI3406X,90000.0
VV706X,CI3449X,90000.0
VV706X,CI3459X,90000.0
VV706X,CI3462X,90000.0
VV706X,CI3464X,90000.0
VV706X,CI3465X,90000.0
VV706X,CI3498X,90000.0
VV706X,CI3499X,90000.0
VV706X,CI3509X,90000.0
VV706X,CI3512X,90000.0
VV706X,CI3526X,90000.0
VV706X,CI3540X,90000.0
VV706X,CI3557X,90000.0
VV706X,CI3560X,90000.0
VV706X,CI3569X,90000.0
VV706X,CI3581X,90000.0
VV706X,CI501X,90000.0
VV706X,CI69X,90000.0
VV706X,CI765X,90000.0
VV706X,FT150X,90000.0
VV706X,PJ3531X,90000.0
VV706X,PJ564X,90000.0
VV707X,1,3600.0
VV707X,CI1004X,90000.0
VV707X,CI100X,90000.0
VV707X,CI1074X,90000.0
VV707X,CI1226X,90000.0
VV707X,CI1277X,90000.0
VV707X,CI1305X,90000.0
VV707X,CI1360X,90000.0
VV707X,CI1385X,90000.0
VV707X,CI1479X,90000.0
VV707X,CI1508X,90000.0
VV707X,CI150X,90000.0
VV707X,CI15X,90000.0
VV707X,CI1638X,90000.0
VV707X,CI170X,90000.0
VV707X,CI1786X,90000.0
VV707X,CI193X,90000.0
VV707X,CI1X,90000.0
VV707X,CI2,90000.0
VV707X,CI2056X,90000.0
VV707X,CI206X,90000.0
VV707X,CI2124X,90000.0
VV707X,CI2150X,90000.0
VV707X,CI226X,90000.0
VV707X,CI2274X,90000.0
VV707X,CI227X,90000.0
VV707X,CI2313X,90000.0
VV707X,CI248X,90000.0
VV707X,CI266X,3600.0
VV707X,CI2879X,90000.0
VV707X,CI2920X,90000.0
VV707X,CI2994X,90000.0
VV707X,CI3067X,90000.0
VV707X,CI3105X,90000.0
VV707X,CI3126X,90000.0
VV707X,CI3171X,90000.0
VV707X,CI3238X,90000.0
VV707X,CI3330X,90000.0
VV707X,CI333X,90000.0
VV707X,CI3367X,90000.0
VV707X,CI3386X,90000.0
VV707X,CI3406X,90000.0
VV707X,CI3449X,90000.0
VV707X,CI3459X,90000.0
VV707X,CI3462X,90000.0
VV707X,CI3464X,90000.0
VV707X,CI3465X,90000.0
VV707X,CI3498X,90000.0
VV707X,CI3499X,90000.0
VV707X,CI3509X,90000.0
VV707X,CI3512X,90000.0
VV707X,CI3526X,90000.0
VV707X,CI3540X,90000.0
VV707X,CI3557X,90000.0
VV707X,CI3560X,90000.0
VV707X,CI3569X,90000.0
VV707X,CI3581X,90000.0
VV707X,CI501X,90000.0
VV707X,CI69X,90000.0
VV707X,CI765X,90000.0
VV707X,FT150X,90000.0
VV707X,PJ3531X,90000.0
VV707X,PJ564X,90000.0
VV708X,1,3600.0
VV708X,CI1004X,90000.0
VV708X,CI100X,90000.0
VV708X,CI1074X,90000.0
VV708X,CI1226X,90000.0
VV708X,CI1277X,90000.0
VV708X,CI1305X,90000.0
VV708X,CI1360X,90000.0
VV708X,CI1385X,90000.0
VV708X,CI1479X,90000.0
VV708X,CI1508X,90000.0
VV708X,CI150X,90000.0
VV708X,CI15X,90000.0
VV708X,CI1638X,90000.0
VV708X,CI170X,90000.0
VV708X,CI1786X,90000.0
VV708X,CI193X,90000.0
VV708X,CI1X,90000.0
VV708X,CI2,90000.0
VV708X,CI2056X,90000.0
VV708X,CI206X,90000.0
VV708X,CI2124X,90000.0
VV708X,CI2150X,90000.0
VV708X,CI226X,90000.0
VV708X,CI2274X,90000.0
VV708X,CI227X,90000.0
VV708X,CI2313X,90000.0
VV708X,CI248X,90000.0
VV708X,CI266X,3600.0
VV708X,CI2879X,90000.0
VV708X,CI2920X,90000.0
VV708X,CI2994X,90000.0
VV708X,CI3067X,90000.0
VV708X,CI3105X,90000.0
VV708X,CI3126X,90000.0
VV708X,CI3171X,90000.0
VV708X,CI3238X,90000.0
VV708X,CI3330X,90000.0
VV708X,CI333X,90000.0
VV708X,CI3367X,90000.0
VV708X,CI3386X,90000.0
VV708X,CI3406X,90000.0
VV708X,CI3449X,90000.0
VV708X,CI3459X,90000.0
VV708X,CI3462X,90000.0
VV708X,CI3464X,90000.0
VV708X,CI3465X,90000.0
VV708X,CI3498X,90000.0
VV708X,CI3499X,90000.0
VV708X,CI3509X,90000.0
VV708X,CI3512X,90000.0
VV708X,CI3526X,90000.0
VV708X,CI3540X,90000.0
VV708X,CI3557X,90000.0
VV708X,CI3560X,90000.0
VV708X,CI3569X,90000.0
VV708X,CI3581X,90000.0
VV708X,CI501X,90000.0
VV708X,CI69X,90000.0
VV708X,CI765X,90000.0
VV708X,FT150X,90000.0
VV708X,PJ3531X,90000.0
VV708X,PJ564X,90000.0
VV709X,1,36000.0
VV709X,CI1004X,90000.0
VV709X,CI100X,90000.0
VV709X,CI1074X,90000.0
VV709X,CI1226X,90000.0
VV709X,CI1277X,90000.0
VV709X,CI1305X,90000.0
VV709X,CI1360X,90000.0
VV709X,CI1385X,90000.0
VV709X,CI1479X,90000.0
VV709X,CI1508X,90000.0
VV709X,CI150X,90000.0
VV709X,CI15X,90000.0
VV709X,CI1638X,90000.0
VV709X,CI170X,90000.0
VV709X,CI1786X,90000.0
VV709X,CI193X,90000.0
VV709X,CI1X,90000.0
VV709X,CI2,90000.0
VV709X,CI2056X,90000.0
VV709X,CI206X,90000.0
VV709X,CI2124X,90000.0
VV709X,CI2150X,90000.0
VV709X,CI226X,90000.0
VV709X,CI2274X,90000.0
VV709X,CI227X,90000.0
VV709X,CI2313X,90000.0
VV709X,CI248X,90000.0
VV709X,CI266X,36000.0
VV709X,CI2879X,90000.0
VV709X,CI2920X,90000.0
VV709X,CI2994X,90000.0
VV709X,CI3067X,90000.0
VV709X,CI3105X,90000.0
VV709X,CI3126X,90000.0
VV709X,CI3171X,90000.0
VV709X,CI3238X,90000.0
VV709X,CI3330X,90000.0
VV709X,CI333X,90000.0
VV709X,CI3367X,90000.0
VV709X,CI3386X,90000.0
VV709X,CI3406X,90000.0
VV709X,CI3449X,90000.0
VV709X,CI3459X,90000.0
VV709X,CI3462X,90000.0
VV709X,CI3464X,90000.0
VV709X,CI3465X,90000.0
VV709X,CI3498X,90000.0
VV709X,CI3499X,90000.0
VV709X,CI3509X,90000.0
VV709X,CI3512X,90000.0
VV709X,CI3526X,90000.0
VV709X,CI3540X,90000.0
VV709X,CI3557X,90000.0
VV709X,CI3560X,90000.0
VV709X,CI3569X,90000.0
VV709X,CI3581X,90000.0
VV709X,CI501X,90000.0
VV709X,CI69X,90000.0
VV709X,CI765X,90000.0
VV709X,FT150X,90000.0
VV709X,PJ3531X,90000.0
VV709X,PJ564X,90000.0
VV733X,1,3600.0
VV733X,CI1004X,90000.0
VV733X,CI100X,90000.0
VV733X,CI1074X,90000.0
VV733X,CI1226X,90000.0
VV733X,CI1277X,90000.0
VV733X,CI1305X,90000.0
VV733X,CI1360X,90000.0
VV733X,CI1385X,90000.0
VV733X,CI1479X,90000.0
VV733X,CI1508X,90000.0
VV733X,CI150X,90000.0
VV733X,CI15X,90000.0
VV733X,CI1638X,90000.0
VV733X,CI170X,90000.0
VV733X,CI1786X,90000.0
VV733X,CI193X,90000.0
VV733X,CI1X,90000.0
VV733X,CI2,90000.0
VV733X,CI2056X,90000.0
VV733X,CI206X,90000.0
VV733X,CI2124X,90000.0
VV733X,CI2150X,90000.0
VV733X,CI226X,90000.0
VV733X,CI2274X,90000.0
VV733X,CI227X,90000.0
VV733X,CI2313X,90000.0
VV733X,CI248X,90000.0
VV733X,CI266X,90000.0
VV733X,CI2879X,90000.0
VV733X,CI2920X,90000.0
VV733X,CI2994X,90000.0
VV733X,CI3067X,90000.0
VV733X,CI3105X,90000.0
VV733X,CI3126X,90000.0
VV733X,CI3171X,90000.0
VV733X,CI3238X,90000.0
VV733X,CI3330X,90000.0
VV733X,CI333X,90000.0
VV733X,CI3367X,90000.0
VV733X,CI3386X,90000.0
VV733X,CI3406X,90000.0
VV733X,CI3449X,90000.0
VV733X,CI3459X,90000.0
VV733X,CI3462X,90000.0
VV733X,CI3464X,90000.0
VV733X,CI3465X,90000.0
VV733X,CI3498X,90000.0
VV733X,CI3499X,90000.0
VV733X,CI3509X,90000.0
VV733X,CI3512X,90000.0
VV733X,CI3526X,90000.0
VV733X,CI3540X,90000.0
VV733X,CI3557X,90000.0
VV733X,CI3560X,90000.0
VV733X,CI3569X,90000.0
VV733X,CI3581X,90000.0
VV733X,CI501X,90000.0
VV733X,CI69X,90000.0
VV733X,CI765X,90000.0
VV733X,FT150X,90000.0
VV733X,PJ3531X,90000.0
VV733X,PJ564X,90000.0
VV735X,1,28800.0
VV735X,CI1004X,90000.0
VV735X,CI100X,90000.0
VV735X,CI1074X,90000.0
VV735X,CI1226X,90000.0
VV735X,CI1277X,90000.0
VV735X,CI1305X,90000.0
VV735X,CI1360X,90000.0
VV735X,CI1385X,90000.0
VV735X,CI1479X,90000.0
VV735X,CI1508X,90000.0
VV735X,CI150X,90000.0
VV735X,CI15X,90000.0
VV735X,CI1638X,90000.0
VV735X,CI170X,90000.0
VV735X,CI1786X,90000.0
VV735X,CI193X,90000.0
VV735X,CI1X,90000.0
VV735X,CI2,90000.0
VV735X,CI2056X,90000.0
VV735X,CI206X,90000.0
VV735X,CI2124X,90000.0
VV735X,CI2150X,90000.0
VV735X,CI226X,90000.0
VV735X,CI2274X,90000.0
VV735X,CI227X,90000.0
VV735X,CI2313X,90000.0
VV735X,CI248X,90000.0
VV735X,CI266X,90000.0
VV735X,CI2879X,90000.0
VV735X,CI2920X,90000.0
VV735X,CI2994X,90000.0
VV735X,CI3067X,90000.0
VV735X,CI3105X,90000.0
VV735X,CI3126X,90000.0
VV735X,CI3171X,90000.0
VV735X,CI3238X,90000.0
VV735X,CI3330X,90000.0
VV735X,CI333X,90000.0
VV735X,CI3367X,90000.0
VV735X,CI3386X,90000.0
VV735X,CI3406X,90000.0
VV735X,CI3449X,90000.0
VV735X,CI3459X,90000.0
VV735X,CI3462X,90000.0
VV735X,CI3464X,90000.0
VV735X,CI3465X,90000.0
VV735X,CI3498X,90000.0
VV735X,CI3499X,90000.0
VV735X,CI3509X,90000.0
VV735X,CI3512X,90000.0
VV735X,CI3526X,90000.0
VV735X,CI3540X,90000.0
VV735X,CI3557X,90000.0
VV735X,CI3560X,90000.0
VV735X,CI3569X,90000.0
VV735X,CI3581X,90000.0
VV735X,CI501X,90000.0
VV735X,CI69X,90000.0
VV735X,CI765X,90000.0
VV735X,FT150X,90000.0
